round,i,j,r_i,r_j
0,24,4,3.0,3.0
0,16,12,5.0,0.0
0,11,26,0.0,5.0
0,11,13,3.0,3.0
0,0,3,3.0,3.0
0,10,28,0.0,5.0
0,14,22,0.0,5.0
0,3,14,3.0,3.0
0,12,24,0.0,5.0
0,4,10,5.0,0.0
0,11,25,1.0,1.0
0,10,17,1.0,1.0
0,11,5,3.0,3.0
0,14,11,5.0,0.0
0,26,0,5.0,0.0
1,7,19,1.0,1.0
1,19,22,0.0,5.0
1,8,11,5.0,0.0
1,25,10,3.0,3.0
1,5,1,3.0,3.0
1,10,26,1.0,1.0
1,5,8,3.0,3.0
1,16,12,3.0,3.0
1,6,26,5.0,0.0
1,7,2,3.0,3.0
1,13,16,5.0,0.0
1,12,11,3.0,3.0
1,22,12,5.0,0.0
1,12,14,5.0,0.0
1,11,22,3.0,3.0
2,10,16,3.0,3.0
2,14,28,0.0,5.0
2,23,19,1.0,1.0
2,18,11,3.0,3.0
2,18,22,1.0,1.0
2,2,8,0.0,5.0
3,16,11,1.0,1.0
3,20,18,1.0,1.0
3,21,3,5.0,0.0
3,3,16,3.0,3.0
3,0,8,3.0,3.0
3,29,3,5.0,0.0
3,22,1,3.0,3.0
3,9,26,0.0,5.0
3,7,8,3.0,3.0
3,17,18,3.0,3.0
3,25,26,0.0,5.0
3,26,5,5.0,0.0
3,17,29,1.0,1.0
4,15,23,0.0,5.0
4,19,11,5.0,0.0
4,25,13,5.0,0.0
4,13,1,3.0,3.0
4,2,16,3.0,3.0
4,0,19,3.0,3.0
4,3,7,3.0,3.0
4,6,7,3.0,3.0
4,15,21,5.0,0.0
4,5,26,0.0,5.0
4,10,26,0.0,5.0
4,13,14,1.0,1.0
4,23,29,1.0,1.0
4,15,22,3.0,3.0
5,9,4,5.0,0.0
5,28,18,5.0,0.0
5,18,4,5.0,0.0
5,23,4,5.0,0.0
5,16,8,5.0,0.0
5,25,10,5.0,0.0
5,15,5,3.0,3.0
5,4,3,3.0,3.0
5,4,22,3.0,3.0
5,5,6,3.0,3.0
6,14,8,5.0,0.0
6,28,1,5.0,0.0
6,8,22,0.0,5.0
6,24,7,0.0,5.0
6,9,17,5.0,0.0
6,29,8,5.0,0.0
6,0,17,3.0,3.0
6,8,12,3.0,3.0
7,5,10,3.0,3.0
7,13,10,3.0,3.0
7,6,28,0.0,5.0
7,15,11,1.0,1.0
7,13,6,3.0,3.0
7,7,0,3.0,3.0
8,2,1,3.0,3.0
8,6,23,3.0,3.0
8,2,17,0.0,5.0
8,15,22,5.0,0.0
8,22,23,3.0,3.0
9,18,7,3.0,3.0
9,17,23,1.0,1.0
9,22,25,1.0,1.0
9,17,25,0.0,5.0
9,21,27,1.0,1.0
10,12,17,5.0,0.0
10,29,8,5.0,0.0
10,23,25,0.0,5.0
10,28,11,5.0,0.0
10,13,5,5.0,0.0
10,18,8,5.0,0.0
10,25,5,5.0,0.0
10,16,17,3.0,3.0
10,4,28,3.0,3.0
10,19,9,5.0,0.0
11,8,14,0.0,5.0
11,11,19,3.0,3.0
11,9,10,3.0,3.0
11,14,5,5.0,0.0
11,23,4,5.0,0.0
11,25,0,5.0,0.0
11,14,20,5.0,0.0
11,18,17,0.0,5.0
11,3,4,3.0,3.0
11,11,8,5.0,0.0
11,22,24,3.0,3.0
11,26,19,5.0,0.0
11,7,9,5.0,0.0
12,9,27,0.0,5.0
12,27,18,1.0,1.0
12,25,20,3.0,3.0
12,29,5,5.0,0.0
12,3,10,0.0,5.0
12,6,29,3.0,3.0
12,23,25,1.0,1.0
12,24,17,1.0,1.0
12,1,19,0.0,5.0
12,1,21,3.0,3.0
12,23,0,5.0,0.0
12,0,29,0.0,5.0
12,13,12,5.0,0.0
13,4,7,3.0,3.0
13,11,21,5.0,0.0
13,14,15,3.0,3.0
13,26,22,1.0,1.0
13,0,15,3.0,3.0
13,18,17,3.0,3.0
13,2,20,3.0,3.0
13,24,15,3.0,3.0
13,17,9,3.0,3.0
13,8,26,0.0,5.0
14,22,20,5.0,0.0
14,2,17,3.0,3.0
14,2,0,3.0,3.0
14,13,21,3.0,3.0
14,8,16,3.0,3.0
14,21,19,5.0,0.0
14,14,3,3.0,3.0
14,11,29,3.0,3.0
14,27,11,1.0,1.0
14,8,4,5.0,0.0
15,20,19,0.0,5.0
15,0,19,0.0,5.0
15,26,25,1.0,1.0
15,29,17,5.0,0.0
15,3,21,0.0,5.0
15,21,2,5.0,0.0
15,14,12,0.0,5.0
15,22,5,3.0,3.0
15,1,11,3.0,3.0
15,7,21,1.0,1.0
16,13,4,5.0,0.0
16,20,9,5.0,0.0
16,20,24,5.0,0.0
16,2,12,0.0,5.0
16,14,23,0.0,5.0
16,24,17,1.0,1.0
16,17,14,5.0,0.0
16,5,15,0.0,5.0
16,16,5,5.0,0.0
16,6,9,3.0,3.0
17,7,3,3.0,3.0
17,13,9,3.0,3.0
17,17,9,3.0,3.0
17,10,7,3.0,3.0
17,7,14,1.0,1.0
18,4,1,3.0,3.0
18,25,12,1.0,1.0
18,4,17,3.0,3.0
18,16,5,5.0,0.0
18,2,0,3.0,3.0
18,7,4,3.0,3.0
18,25,9,5.0,0.0
18,20,24,0.0,5.0
18,22,21,1.0,1.0
19,23,13,5.0,0.0
19,25,6,5.0,0.0
19,16,12,0.0,5.0
19,19,3,3.0,3.0
19,2,0,3.0,3.0
19,0,13,0.0,5.0
20,3,5,3.0,3.0
20,29,3,5.0,0.0
20,24,8,5.0,0.0
20,21,5,5.0,0.0
20,29,20,5.0,0.0
20,14,10,3.0,3.0
20,5,1,3.0,3.0
20,6,13,0.0,5.0
20,10,11,0.0,5.0
21,19,6,0.0,5.0
21,3,28,0.0,5.0
21,20,27,0.0,5.0
21,24,0,5.0,0.0
21,29,3,5.0,0.0
21,27,9,3.0,3.0
21,2,13,3.0,3.0
21,19,17,0.0,5.0
21,26,17,5.0,0.0
21,26,10,5.0,0.0
21,12,23,3.0,3.0
21,19,11,3.0,3.0
21,20,26,0.0,5.0
21,9,4,5.0,0.0
21,9,27,3.0,3.0
22,3,21,0.0,5.0
22,15,18,1.0,1.0
22,20,0,3.0,3.0
22,22,16,0.0,5.0
22,7,18,5.0,0.0
22,5,3,3.0,3.0
22,12,11,3.0,3.0
22,2,20,3.0,3.0
22,8,17,0.0,5.0
22,23,27,3.0,3.0
22,12,4,5.0,0.0
22,4,17,0.0,5.0
23,5,24,0.0,5.0
23,26,7,3.0,3.0
23,25,21,1.0,1.0
23,0,23,3.0,3.0
23,8,16,3.0,3.0
23,27,11,5.0,0.0
24,21,29,0.0,5.0
24,11,8,0.0,5.0
24,25,6,5.0,0.0
24,25,18,5.0,0.0
24,2,13,0.0,5.0
24,0,11,3.0,3.0
24,8,6,3.0,3.0
24,28,10,5.0,0.0
24,26,6,0.0,5.0
24,8,11,3.0,3.0
24,29,21,1.0,1.0
25,24,11,1.0,1.0
25,24,8,0.0,5.0
25,28,0,5.0,0.0
25,5,19,3.0,3.0
25,26,25,1.0,1.0
26,23,5,5.0,0.0
26,25,8,5.0,0.0
26,6,9,0.0,5.0
26,23,26,0.0,5.0
26,24,9,5.0,0.0
26,4,8,3.0,3.0
26,1,0,3.0,3.0
26,12,19,1.0,1.0
27,7,29,0.0,5.0
27,9,3,3.0,3.0
27,22,8,5.0,0.0
27,17,11,1.0,1.0
27,12,1,5.0,0.0
27,2,24,0.0,5.0
27,15,4,3.0,3.0
28,8,14,3.0,3.0
28,23,26,0.0,5.0
28,4,21,3.0,3.0
28,20,23,0.0,5.0
28,24,20,1.0,1.0
28,17,25,0.0,5.0
29,16,21,3.0,3.0
29,3,16,0.0,5.0
29,27,21,5.0,0.0
29,7,8,3.0,3.0
29,19,8,1.0,1.0
29,23,4,5.0,0.0
29,6,23,1.0,1.0
29,23,1,5.0,0.0
29,27,18,1.0,1.0
30,19,8,3.0,3.0
30,27,16,5.0,0.0
30,4,8,3.0,3.0
30,5,12,0.0,5.0
30,18,12,0.0,5.0
30,19,4,5.0,0.0
30,2,16,0.0,5.0
30,28,22,5.0,0.0
31,3,5,3.0,3.0
31,17,5,5.0,0.0
31,5,24,0.0,5.0
31,6,9,3.0,3.0
31,4,25,0.0,5.0
31,28,8,1.0,1.0
31,13,17,3.0,3.0
32,10,1,5.0,0.0
32,16,23,0.0,5.0
32,9,25,0.0,5.0
32,5,29,0.0,5.0
32,15,7,5.0,0.0
32,18,28,0.0,5.0
32,29,4,3.0,3.0
32,5,21,3.0,3.0
32,27,2,5.0,0.0
32,26,24,1.0,1.0
33,1,19,3.0,3.0
33,22,7,0.0,5.0
33,8,4,3.0,3.0
33,6,0,3.0,3.0
33,25,6,5.0,0.0
33,0,26,0.0,5.0
33,8,14,3.0,3.0
33,0,12,3.0,3.0
34,8,23,3.0,3.0
34,4,24,0.0,5.0
34,11,9,5.0,0.0
34,15,3,3.0,3.0
34,11,20,0.0,5.0
34,25,22,5.0,0.0
34,27,21,5.0,0.0
34,22,20,5.0,0.0
34,25,4,3.0,3.0
34,26,18,0.0,5.0
34,27,26,1.0,1.0
34,3,4,3.0,3.0
34,5,21,3.0,3.0
35,18,16,5.0,0.0
35,20,27,1.0,1.0
35,15,18,0.0,5.0
35,17,18,1.0,1.0
35,7,3,3.0,3.0
35,3,22,3.0,3.0
35,27,25,1.0,1.0
35,17,24,1.0,1.0
