round,belief_accuracy
0,0.5022988505747127
1,0.5091954022988506
2,0.5172413793103449
3,0.5206896551724138
4,0.5241379310344828
5,0.5333333333333333
6,0.46436781609195404
7,0.46551724137931033
8,0.4689655172413793
9,0.4735632183908046
10,0.4781609195402299
11,0.4839080459770115
12,0.4896551724137931
13,0.5022988505747127
14,0.503448275862069
15,0.506896551724138
16,0.5126436781609195
17,0.5172413793103449
18,0.5206896551724138
19,0.5264367816091954
20,0.5344827586206896
21,0.5379310344827586
22,0.5413793103448276
23,0.5436781609195402
24,0.5471264367816092
25,0.5448275862068965
26,0.5505747126436782
27,0.5551724137931034
28,0.5563218390804597
29,0.5586206896551724
30,0.5597701149425287
31,0.5620689655172414
32,0.5655172413793104
33,0.5678160919540229
34,0.4298850574712644
35,0.43448275862068964
36,0.44022988505747124
37,0.44022988505747124
38,0.44482758620689655
39,0.4459770114942529
40,0.4494252873563218
41,0.4528735632183908
42,0.4540229885057471
43,0.4586206896551724
44,0.46436781609195404
45,0.4689655172413793
46,0.4689655172413793
47,0.4724137931034483
48,0.5241379310344828
49,0.5298850574712644
